Customer Name,Customer Mail ID,,Date and Time,Server Name,Server EMPID,Customer Age,Dining Preference,Room Preference,Sports Activity,Wellness,Pricing Pattern
Michael White,kellyfields@gmail.com,,06-12-2024 04:07,Charles,EMP2372,61,No,Deluxe,Yes,Pool,Low
Kristy Grant PhD,saundersthomas@montes.org,,29-04-2024 18:37,Amy,EMP4795,27,Yes,Standard,No,Spa,High
Justin Cooper,carrie93@gmail.com,,04-07-2024 05:11,Jeffrey,EMP2308,69,No,Suite,Yes,Pool,Medium
Glenn Ali,kwhite@brown.info,,04-01-2024 06:10,Adam,EMP4183,71,Yes,Standard,No,Gym,Low
Barbara Spears,pcox@gmail.com,,03-12-2024 15:04,Amber,EMP1502,77,Yes,Deluxe,Yes,Gym,Low
Caroline Gibbs,palmermartha@hotmail.com,,20-02-2024 21:45,Nancy,EMP9673,25,Yes,Standard,No,Gym,Low
Ashley Turner,gabriel75@gmail.com,,02-01-2024 20:39,Jamie,EMP6943,48,No,Standard,Yes,Pool,Low
Katie Murphy,hernandeztasha@wright.com,,08-01-2024 16:40,Heather,EMP4668,47,Yes,Deluxe,No,Gym,Low
Tyler Yoder,jowen@gmail.com,,11-05-2024 21:08,Angela,EMP5094,49,Yes,Deluxe,No,Pool,Medium
Eric Miller,kgraves@mclean.com,,08-02-2024 12:04,Andrew,EMP2028,80,No,Suite,Yes,Gym,High
Jennifer Henry,dmccormick@hayes.com,,29-12-2023 04:08,Peter,EMP4706,29,No,Suite,Yes,Pool,High
Daniel Rogers,steven68@howard-stewart.com,,07-06-2024 18:35,Nicholas,EMP2266,22,No,Deluxe,No,Spa,High
Joanna Baxter,cmorrison@gmail.com,,08-11-2024 00:22,Jessica,EMP1864,42,Yes,Deluxe,No,Pool,High
Kimberly Mitchell,kunderwood@lawrence.com,,24-02-2024 13:14,Lauren,EMP9099,21,Yes,Deluxe,No,Spa,Medium
Jeffrey Oconnor,alyssa56@hawkins-lee.biz,,09-04-2024 22:18,Cameron,EMP4408,23,Yes,Suite,No,Gym,High
Matthew Lester,erin59@henderson.com,,22-09-2024 07:38,Michelle,EMP8366,27,Yes,Standard,No,Pool,Low
Dylan Cruz,iproctor@hotmail.com,,15-05-2024 16:49,Erika,EMP2982,56,Yes,Suite,No,Spa,High
Scott Hunt,christopher06@wolf.biz,,05-04-2024 20:00,Stephanie,EMP8732,51,No,Suite,Yes,Spa,Low
Tyler Steele,johnnewman@hotmail.com,,16-01-2024 13:08,Jasmine,EMP7634,56,Yes,Deluxe,Yes,Gym,High
Joann Howard,sarah45@kelley.com,,02-03-2024 08:13,Cynthia,EMP3169,68,Yes,Deluxe,Yes,Gym,Low
Patrick Mercer,youngjennifer@cannon.org,,01-12-2024 00:35,Michael,EMP1136,52,No,Suite,Yes,Spa,High
Michael Bush,wsullivan@hotmail.com,,29-08-2024 09:50,Jennifer,EMP1110,49,Yes,Suite,No,Pool,Low
Dr. Steven Oliver,jocelyn84@thomas.net,,16-09-2024 06:39,Tracy,EMP5333,27,Yes,Standard,Yes,Pool,Low
Heather Lewis,lucas73@brown.com,,29-05-2024 04:23,James,EMP6376,56,Yes,Standard,Yes,Gym,Medium
Timothy Bennett,meltonsarah@simmons.info,,02-07-2024 10:44,Heather,EMP6701,27,Yes,Suite,No,Pool,High
David Parker,bhoward@gmail.com,,27-10-2024 12:51,Jennifer,EMP5579,80,Yes,Deluxe,No,Pool,Medium
Laura Jones,elliottross@hotmail.com,,28-01-2024 08:35,Justin,EMP8572,23,Yes,Deluxe,No,Gym,High
Christine Miller,tyler54@jenkins.net,,17-01-2024 22:07,Brittney,EMP2527,80,Yes,Deluxe,No,Pool,Medium
Michelle Ritter,evanstammy@walker-andrews.org,,20-09-2024 01:55,Lauren,EMP1076,55,No,Standard,No,Spa,Medium
Lucas Jones,martinshawn@vasquez.org,,10-12-2024 14:56,Jerry,EMP1030,50,No,Standard,Yes,Spa,High
Robert Walker,ndavid@cole-edwards.com,,01-01-2024 08:19,Eric,EMP4413,46,Yes,Deluxe,No,Gym,Medium
Jeffery White,edwardthomas@walsh.com,,17-03-2024 07:45,Jeremiah,EMP4365,71,Yes,Deluxe,Yes,Pool,High
Daniel Santiago,lgutierrez@meyer.info,,22-12-2023 04:20,Thomas,EMP5704,45,No,Suite,Yes,Gym,Medium
Michael Gardner,asexton@jackson-osborne.biz,,02-08-2024 21:48,Molly,EMP6649,33,No,Standard,No,Spa,High
Terry Brooks,michelle69@hotmail.com,,17-08-2024 19:34,Cynthia,EMP1023,40,Yes,Suite,Yes,Spa,High
Wendy Perkins,vwallace@williams.info,,27-05-2024 01:47,Martha,EMP4714,54,No,Suite,Yes,Pool,Medium
Dr. Christopher Bush,vcooke@davis-peterson.net,,21-10-2024 09:48,Michael,EMP5760,56,Yes,Suite,No,Pool,Low
Hector Walker,lindsaygraves@lloyd.com,,12-07-2024 09:52,Danielle,EMP5760,64,No,Suite,Yes,Pool,Medium
Gary Chang,brandonwest@hotmail.com,,08-02-2024 14:10,Gregory,EMP6750,66,No,Standard,Yes,Gym,Low
Melissa Peterson,jerry66@hotmail.com,,19-08-2024 20:03,Michelle,EMP5382,20,Yes,Deluxe,No,Pool,Low
Charles Levine,jennaclements@yahoo.com,,01-01-2024 13:45,Jared,EMP8412,47,No,Standard,No,Pool,High
John Walker,erikhughes@hotmail.com,,19-03-2024 16:12,Caitlyn,EMP9749,32,Yes,Suite,No,Spa,Medium
Zachary Massey,daniellesmith@hotmail.com,,15-03-2024 07:48,Angela,EMP1079,62,No,Suite,No,Pool,Low
Lauren Brown,hernandezgina@yahoo.com,,16-09-2024 05:38,Gwendolyn,EMP1611,56,No,Standard,Yes,Spa,Medium
Barbara Jones,samuel58@lindsey-delgado.org,,21-02-2024 12:28,Scott,EMP9035,52,No,Deluxe,No,Spa,Medium
Anthony Harris,tracy13@carey.org,,25-09-2024 18:51,Daniel,EMP3951,57,No,Standard,No,Spa,High
Jacob Bell,hesterjames@gonzalez.com,,11-10-2024 22:31,Deanna,EMP6755,52,No,Standard,Yes,Spa,High
Mark Lopez,henrymary@gmail.com,,23-07-2024 07:50,Amanda,EMP2971,44,Yes,Suite,Yes,Pool,Medium
Nicole Dunn,grahamchristina@hotmail.com,,09-05-2024 05:42,Maria,EMP3210,21,No,Standard,No,Spa,Medium
Vanessa Livingston,astevens@hotmail.com,,19-08-2024 10:55,Barbara,EMP5023,45,No,Standard,Yes,Spa,Low
Wanda Rice,henryreese@alvarado-salas.com,,30-12-2023 02:03,William,EMP4959,24,No,Suite,Yes,Pool,High
Heather Martinez,lisa01@yahoo.com,,09-04-2024 20:39,Brian,EMP5569,41,Yes,Deluxe,Yes,Pool,High
Patrick Harrison,munozbarry@mahoney-williams.info,,01-08-2024 08:57,Alexander,EMP2658,39,Yes,Standard,Yes,Pool,Medium
Michelle Payne,garyali@hotmail.com,,21-12-2023 20:00,Laurie,EMP9551,39,Yes,Suite,No,Spa,Low
Andrew Lamb Jr.,kevinjensen@gmail.com,,22-09-2024 04:48,Jason,EMP1755,31,No,Deluxe,Yes,Spa,High
Jordan Wright,eric42@gmail.com,,18-09-2024 02:46,Elizabeth,EMP3264,66,Yes,Suite,Yes,Spa,Low
Alicia Blackwell,yrodriguez@yahoo.com,,18-08-2024 19:49,Benjamin,EMP7615,18,Yes,Suite,No,Gym,Low
Susan Nolan,terribrown@diaz.com,,30-09-2024 22:30,Adam,EMP5256,37,No,Suite,No,Pool,High
Joanne Holland,nealmallory@marks.biz,,17-05-2024 09:02,Sarah,EMP6388,71,Yes,Deluxe,No,Gym,Low
Angel Davis,kwilson@gmail.com,,01-04-2024 00:10,Brittany,EMP4351,70,No,Standard,No,Pool,Low
Joshua Middleton,falvarez@lopez.com,,24-10-2024 03:24,James,EMP1264,52,Yes,Standard,Yes,Gym,Medium
Robert Garrett,melissapetersen@gmail.com,,23-04-2024 15:06,Kenneth,EMP9695,60,Yes,Suite,No,Pool,High
Scott Schneider,tmitchell@gmail.com,,18-03-2024 12:10,Tiffany,EMP5366,60,Yes,Standard,Yes,Gym,Low
Anthony Miller,josephmorgan@phillips.com,,13-01-2024 05:39,Lynn,EMP2595,80,Yes,Deluxe,No,Spa,High
Donna Mcbride,sheila10@gmail.com,,14-01-2024 11:53,Michael,EMP6730,30,No,Standard,No,Gym,Low
Rachel Howard,kimberly07@gmail.com,,22-05-2024 05:55,John,EMP5789,41,No,Suite,Yes,Pool,Medium
Justin Holt,sandersaaron@gmail.com,,12-05-2024 07:58,Cheryl,EMP5396,73,No,Deluxe,No,Pool,Medium
Tanya Knight,xwright@hodges.com,,31-07-2024 00:16,Zachary,EMP5508,62,No,Suite,Yes,Gym,Low
Robin Johnson,rcole@hotmail.com,,15-09-2024 14:08,Danny,EMP9329,19,No,Deluxe,No,Spa,Medium
Joshua Pierce,ujones@hotmail.com,,14-01-2024 19:31,Dawn,EMP7394,77,No,Deluxe,Yes,Spa,High
Michael Perez,vnelson@yahoo.com,,19-01-2024 13:21,Cynthia,EMP7126,40,Yes,Suite,No,Pool,High
Pamela Baker,oanderson@gmail.com,,11-04-2024 17:04,Wendy,EMP6169,62,Yes,Deluxe,Yes,Gym,Low
Kevin Tucker,michael43@hotmail.com,,30-06-2024 08:55,Elizabeth,EMP4448,65,Yes,Standard,No,Pool,Low
Christian Beck,kmarsh@bullock.org,,31-12-2023 11:45,Troy,EMP3526,74,Yes,Suite,Yes,Gym,High
Sherry Jones,reyesrebecca@gmail.com,,07-04-2024 21:30,Julia,EMP7686,61,No,Deluxe,Yes,Pool,Medium
Jeremiah Carpenter,cmcdaniel@burton.info,,10-08-2024 22:48,Kara,EMP4769,36,No,Deluxe,Yes,Spa,Medium
Vanessa Garcia,njohnson@hines.net,,24-06-2024 08:29,Donald,EMP6505,18,Yes,Standard,Yes,Pool,Low
Darryl Sims,ybyrd@hernandez.com,,02-12-2024 08:05,Richard,EMP1550,37,Yes,Suite,No,Pool,High
Dr. Michelle Peters MD,james12@johnson.com,,29-04-2024 23:39,Bonnie,EMP7019,22,No,Deluxe,No,Spa,Medium
Sophia Odonnell,gcunningham@baker.com,,04-09-2024 17:15,Matthew,EMP6583,70,Yes,Suite,Yes,Gym,Medium
Erika Waters,thomaslori@hotmail.com,,18-01-2024 07:39,Tracy,EMP2272,58,No,Deluxe,No,Pool,Medium
Maria Schultz,timothy57@flores.com,,17-09-2024 16:16,Christina,EMP8390,63,Yes,Suite,No,Pool,Medium
Amy Hughes,friley@hotmail.com,,10-01-2024 17:09,Melissa,EMP8104,27,Yes,Suite,No,Gym,High
Elizabeth Reed,bobhood@gmail.com,,26-02-2024 12:26,Joshua,EMP6983,75,No,Standard,Yes,Spa,Low
Kevin Blair,lsimmons@frederick.com,,30-07-2024 10:56,Matthew,EMP9983,78,Yes,Standard,No,Pool,High
Deborah Barber,klozano@hotmail.com,,29-10-2024 13:05,Michele,EMP2141,35,No,Suite,No,Pool,Medium
Christopher Monroe,foxstephanie@hotmail.com,,17-06-2024 02:42,Logan,EMP6662,51,No,Suite,No,Pool,Low
Lindsay Gentry,floreschloe@ramsey-jones.com,,08-09-2024 08:42,William,EMP9149,79,Yes,Deluxe,No,Gym,Medium
Mrs. Wanda Coleman,harrismark@clark.org,,20-01-2024 08:34,Kathleen,EMP7356,73,Yes,Deluxe,Yes,Pool,Low
John Turner,timothy56@hayes-rogers.com,,24-06-2024 09:11,Katherine,EMP6075,39,No,Suite,No,Gym,Low
Steven Johnson,heatheryoung@carroll.biz,,29-08-2024 06:13,Scott,EMP1211,31,No,Deluxe,No,Pool,Medium
Audrey Hines,julie67@mccullough.com,,16-12-2024 01:58,Jamie,EMP7565,76,No,Standard,Yes,Gym,Medium
Aaron Reynolds,aaron16@brooks-allen.com,,29-06-2024 12:04,Erik,EMP1514,26,No,Deluxe,Yes,Pool,High
Beth Santiago,kara36@hotmail.com,,02-02-2024 05:45,Carolyn,EMP6668,67,Yes,Deluxe,No,Spa,Low
Rachel Williams,haileythomas@castro.com,,13-08-2024 06:04,Kimberly,EMP9344,49,No,Deluxe,Yes,Spa,Low
Karen Long,theodore61@arellano-hahn.com,,11-01-2024 07:01,James,EMP8230,76,Yes,Standard,Yes,Spa,High
Holly Reid,tammy67@garcia.info,,08-04-2024 04:25,Melissa,EMP6685,40,Yes,Standard,Yes,Pool,Medium
Jamie Warren,gordonkatie@williams-arellano.com,,02-11-2024 20:18,Deborah,EMP3487,73,Yes,Suite,Yes,Pool,High
Joseph Duncan MD,masonjessica@bush-perkins.org,,21-07-2024 14:06,Patricia,EMP7314,24,Yes,Standard,Yes,Pool,High
Melinda Smith,cpetersen@yahoo.com,,12-11-2024 06:58,Emma,EMP8742,72,Yes,Deluxe,Yes,Spa,High
Luis Williams,william53@stanley.com,,23-10-2024 13:23,Katie,EMP4453,65,Yes,Standard,No,Pool,High
Kimberly Bishop,brandonbrown@hotmail.com,,17-05-2024 20:43,Julie,EMP1450,29,Yes,Standard,No,Spa,Low
Diana Pollard,jonesdavid@reed.com,,13-07-2024 22:54,Peter,EMP5319,36,No,Standard,Yes,Spa,High
Kelly Moore,melissareese@villarreal-hicks.com,,15-04-2024 07:57,Deanna,EMP4499,59,No,Deluxe,Yes,Spa,High
Samuel Gray,ugreen@gmail.com,,10-10-2024 13:24,Eddie,EMP5633,28,Yes,Standard,No,Gym,Low
Jody Hernandez,henrykurt@dean.com,,29-04-2024 00:10,Jessica,EMP4784,29,No,Suite,No,Gym,Medium
Michael Robertson,christinabenson@gmail.com,,02-07-2024 17:58,Rebecca,EMP2887,19,Yes,Standard,No,Spa,Medium
Vicki Huff,edwardsjonathan@nichols.com,,12-02-2024 19:50,Beth,EMP7688,51,No,Deluxe,No,Gym,Low
Jennifer Pittman,angela41@good-mcclain.com,,23-02-2024 03:53,Tammy,EMP8951,67,Yes,Standard,Yes,Pool,Medium
Richard Chavez,kaiserlisa@navarro.com,,13-01-2024 21:59,Samantha,EMP6119,51,No,Standard,No,Gym,Low
Tracey Fields,rshaw@gmail.com,,16-01-2024 18:50,Anne,EMP9799,73,No,Standard,No,Pool,Low
James Allen,watsonbrooke@garrett.biz,,17-12-2024 10:35,Martin,EMP4697,41,No,Standard,No,Pool,Low
Melissa Stafford,coffeyvernon@yahoo.com,,03-04-2024 00:37,Christina,EMP3904,49,No,Standard,No,Pool,High
Michelle Robinson,fullermegan@montoya-williams.com,,17-03-2024 13:45,Kelly,EMP3818,26,No,Suite,Yes,Gym,Medium
Austin Davis,jenkinsjerry@yahoo.com,,21-05-2024 23:22,Alexandra,EMP2660,74,Yes,Standard,No,Gym,High
Patricia Morales,copelandchristopher@arnold.com,,28-01-2024 02:29,Cindy,EMP5182,59,No,Deluxe,Yes,Gym,High
Jorge Long,perezerik@hotmail.com,,28-03-2024 10:32,Alexis,EMP8499,23,No,Deluxe,No,Spa,Medium
Jose Berry,william14@santiago.com,,18-10-2024 07:39,Mary,EMP8884,79,No,Standard,No,Pool,High
Patrick Blake,robertbrown@gmail.com,,20-06-2024 18:38,Melissa,EMP4773,74,No,Suite,No,Pool,Medium
Colleen Williams,linda83@moore.com,,26-01-2024 04:18,Debbie,EMP9909,45,No,Deluxe,Yes,Pool,High
Mark Merritt,joneskaren@cruz.com,,07-04-2024 11:44,Amanda,EMP2127,35,Yes,Deluxe,Yes,Spa,Medium
Kimberly Myers,nataliewilson@campbell.net,,17-09-2024 08:03,Paul,EMP9244,28,Yes,Standard,No,Pool,High
George Shaffer,alexandraschultz@yahoo.com,,20-12-2023 22:47,Gina,EMP6841,40,No,Deluxe,No,Gym,High
Clifford Hernandez,david21@hotmail.com,,03-02-2024 17:10,Sarah,EMP5355,66,No,Deluxe,Yes,Gym,Low
Brooke Wiggins,erivera@yahoo.com,,28-05-2024 21:59,Krista,EMP5583,33,Yes,Standard,Yes,Gym,Low
Aimee Joseph,armstrongcasey@gmail.com,,31-05-2024 02:39,Ian,EMP9925,19,Yes,Suite,Yes,Gym,Medium
Anita Brown,brian29@hotmail.com,,13-02-2024 15:10,Bethany,EMP9583,36,Yes,Suite,No,Pool,Low
Rebecca Hall,uwilkins@hamilton-steele.com,,15-03-2024 11:31,Scott,EMP6834,42,No,Standard,Yes,Pool,High
Kara Brewer,kennethrussell@solomon.com,,20-01-2024 08:23,Seth,EMP1536,19,No,Deluxe,Yes,Spa,Medium
Dennis Peterson,cbecker@gmail.com,,09-08-2024 05:36,Lee,EMP9208,45,Yes,Standard,Yes,Pool,Medium
Anna Hamilton,veronica11@hotmail.com,,28-05-2024 14:26,Joseph,EMP2871,67,No,Deluxe,Yes,Pool,High
Shaun Williams,michael02@gmail.com,,23-04-2024 18:22,Dana,EMP3822,55,Yes,Standard,Yes,Spa,Low
Bradley Castro,wagnerjonathan@hotmail.com,,16-05-2024 15:19,April,EMP5806,29,No,Deluxe,Yes,Gym,Low
Debbie Mooney,andrewromero@foster.biz,,27-06-2024 02:55,Lauren,EMP6844,56,Yes,Deluxe,Yes,Spa,Low
Tracy Baker,cynthiasandoval@foster.com,,30-08-2024 20:41,Mark,EMP1467,49,No,Deluxe,No,Pool,Medium
Theodore Reynolds,antoniomurphy@adams.com,,30-10-2024 07:42,Cheryl,EMP6818,35,Yes,Standard,Yes,Gym,High
Amanda Clark,donald10@smith.com,,07-07-2024 10:12,Jasmine,EMP5503,56,Yes,Deluxe,Yes,Spa,Low
Jerry Murphy,osims@hotmail.com,,20-04-2024 07:55,Kristin,EMP2511,49,No,Suite,No,Spa,Medium
Margaret Torres,mwilliams@hotmail.com,,03-01-2024 17:44,Sharon,EMP8640,64,No,Standard,No,Gym,Medium
Carla Sanchez,zachary93@yahoo.com,,27-03-2024 13:49,Charles,EMP2167,61,No,Standard,Yes,Gym,Low
Jeremy Howe,william41@gmail.com,,20-09-2024 21:24,Anthony,EMP7913,69,No,Suite,Yes,Gym,Low
Kendra Warren,nelliott@yahoo.com,,22-02-2024 00:37,Kathryn,EMP6240,62,No,Suite,Yes,Spa,Low
Lawrence Mosley,robinsonwilliam@yahoo.com,,29-02-2024 01:25,Jessica,EMP1846,69,Yes,Suite,Yes,Spa,High
Benjamin Ramirez,andrewgordon@yahoo.com,,09-06-2024 20:13,Ann,EMP3554,36,No,Suite,Yes,Gym,Low
Robert Smith,rebecca27@hotmail.com,,05-05-2024 09:53,Mark,EMP7332,73,Yes,Deluxe,Yes,Spa,Medium
Sandra Leonard,dosborn@higgins.com,,14-04-2024 16:59,Raven,EMP3951,26,No,Deluxe,No,Pool,Low
Raven Marshall,ahall@gmail.com,,14-12-2024 17:24,Jennifer,EMP3508,60,No,Deluxe,No,Spa,High
Sandra Marshall,rgoodwin@gmail.com,,14-04-2024 07:14,Christopher,EMP6300,42,No,Suite,Yes,Spa,Medium
Jennifer Coleman,davidkennedy@gmail.com,,14-09-2024 22:21,Patrick,EMP8204,21,Yes,Suite,Yes,Gym,Low
Sherri Garrett,hvasquez@yahoo.com,,30-03-2024 23:58,James,EMP7668,69,Yes,Suite,Yes,Spa,Medium
Jeff Harris,hamiltonalan@yahoo.com,,03-10-2024 10:16,Karen,EMP6361,37,No,Suite,No,Gym,Medium
Rachel Luna,howardheather@powell.biz,,23-06-2024 20:06,Katherine,EMP8084,45,No,Deluxe,Yes,Pool,Medium
Theresa Lamb,wmoreno@yahoo.com,,10-05-2024 18:21,Chelsea,EMP3017,71,No,Suite,Yes,Pool,Low
Keith Rose,scottkevin@gmail.com,,19-05-2024 01:54,Michael,EMP9825,42,Yes,Deluxe,No,Spa,Medium
Kerry Cortez,butlerjennifer@yahoo.com,,30-08-2024 06:51,James,EMP5655,73,No,Standard,Yes,Pool,Low
Carl Barnett,paul20@flores.info,,23-06-2024 19:29,Jeffrey,EMP2658,34,Yes,Deluxe,No,Pool,Medium
Jesse Graves,juliafriedman@gmail.com,,29-09-2024 04:24,Jay,EMP7126,48,No,Standard,Yes,Pool,High
Erica Alexander,huntmichael@yahoo.com,,30-07-2024 23:58,Ryan,EMP4707,68,Yes,Standard,Yes,Spa,High
Lee Willis,natalie50@rojas-nunez.biz,,13-08-2024 21:35,Cynthia,EMP6423,40,No,Deluxe,Yes,Gym,Medium
Scott Butler,brownkayla@gmail.com,,07-04-2024 13:23,Michael,EMP5162,69,Yes,Deluxe,No,Gym,High
Hannah Greer,nwatson@wilson-sharp.com,,08-04-2024 01:47,John,EMP1327,28,No,Standard,No,Pool,High
Alexandra Williams,emilyrandolph@hotmail.com,,08-07-2024 21:19,Jodi,EMP8332,43,Yes,Suite,Yes,Spa,High
Sean Perez,michael20@stewart.com,,22-08-2024 00:50,Bill,EMP9401,57,No,Standard,No,Gym,Low
Becky Glenn,hernandezelaine@mullins.info,,06-06-2024 02:27,Victor,EMP8912,71,No,Deluxe,Yes,Pool,High
Andrew Bell,wdavis@hotmail.com,,30-08-2024 21:51,Annette,EMP2480,31,No,Deluxe,No,Spa,Medium
Christy Brooks,gwoods@cobb.com,,14-05-2024 06:46,Vincent,EMP6041,50,No,Suite,Yes,Pool,Medium
Matthew Welch,valenciacaleb@gmail.com,,21-07-2024 13:59,Tonya,EMP4162,44,No,Standard,Yes,Spa,Low
Robert Thompson,erichard@martinez.com,,14-09-2024 02:58,Randy,EMP8873,25,Yes,Standard,No,Pool,High
Ann Gonzalez,hernandezlisa@cannon-harris.com,,06-09-2024 01:32,Laura,EMP2226,26,No,Deluxe,No,Spa,Low
Matthew Wood,arellanojessica@yahoo.com,,02-08-2024 05:21,Steven,EMP1453,56,Yes,Deluxe,Yes,Pool,Medium
April Clark,powellstacy@gmail.com,,19-10-2024 03:03,Lori,EMP2500,62,No,Suite,No,Spa,High
Krystal Molina,derrick93@pierce.com,,05-08-2024 00:26,Stephanie,EMP7586,72,Yes,Suite,Yes,Gym,Medium
Julie Collins,xmiranda@yahoo.com,,11-08-2024 04:12,Russell,EMP6731,31,No,Standard,Yes,Pool,Low
Kimberly Hale,rpowell@orr-ross.com,,13-12-2024 11:39,Shawn,EMP3641,72,Yes,Deluxe,Yes,Gym,Low
Aaron Johnson,gfitzpatrick@yahoo.com,,19-05-2024 11:35,Lisa,EMP1859,25,Yes,Standard,Yes,Spa,Medium
Angela Stafford,gmccarty@schwartz.com,,22-04-2024 03:09,Richard,EMP1498,33,Yes,Deluxe,No,Spa,Low
Gregory Brady,johnsondanny@gmail.com,,17-06-2024 16:02,Shelley,EMP6184,33,Yes,Suite,No,Spa,High
Michelle Cole,kevin48@hotmail.com,,16-11-2024 09:44,Carrie,EMP8190,54,Yes,Standard,No,Gym,High
Rebecca Archer,janice40@maynard-cooper.biz,,27-06-2024 13:16,Suzanne,EMP1595,52,Yes,Suite,Yes,Pool,High
Jeremy Beard,ronald22@griffin.net,,18-06-2024 01:01,James,EMP6185,23,Yes,Deluxe,No,Spa,High
Dr. Kaitlyn Sullivan,wmckee@may.com,,30-10-2024 14:48,Robert,EMP8103,36,No,Standard,No,Gym,High
Heather Allen,madelinewall@young-lin.info,,23-03-2024 20:30,Megan,EMP5484,67,No,Deluxe,Yes,Spa,High
Dustin Glover,yolanda52@hotmail.com,,10-02-2024 09:19,Laura,EMP3369,79,No,Deluxe,No,Pool,High
Steven Fox,elizabethnewton@miller.info,,08-05-2024 04:22,Phillip,EMP3636,60,No,Suite,Yes,Pool,Low
Melissa Lopez,richardtaylor@nelson-alvarado.com,,18-01-2024 12:23,Kathryn,EMP2176,37,No,Deluxe,No,Pool,Medium
Mary Hurst,bmiller@perez.com,,18-08-2024 18:48,Alexandra,EMP9274,55,No,Standard,No,Pool,High
Kathleen Branch,jasonflynn@gonzalez.com,,23-05-2024 13:05,Jose,EMP7012,25,No,Suite,No,Gym,High
Whitney Gray,ashleywong@kelly-simmons.info,,06-12-2024 23:23,Dakota,EMP5339,57,No,Deluxe,No,Gym,Medium
Sarah Pearson,katiethompson@bowen-sanchez.com,,06-02-2024 22:18,Scott,EMP3409,38,Yes,Suite,Yes,Gym,Medium
Douglas Mitchell,jennifer69@medina.com,,06-09-2024 23:46,Richard,EMP4391,46,Yes,Suite,Yes,Gym,High
Annette Webb,roger67@hotmail.com,,08-11-2024 13:06,Kyle,EMP3381,71,No,Deluxe,Yes,Pool,Medium
Michael Martinez,janice48@gmail.com,,06-06-2024 17:18,Sandra,EMP9253,43,Yes,Suite,No,Spa,Medium
Meagan Huber,michelle87@yahoo.com,,15-06-2024 13:28,Jennifer,EMP8222,50,Yes,Deluxe,No,Gym,Low
Jacob Mcclain,cynthia70@carter.com,,17-10-2024 02:55,Norma,EMP4569,71,No,Standard,Yes,Spa,High
Lisa Harrison,wallacejack@hotmail.com,,17-06-2024 15:36,Kyle,EMP9000,49,No,Standard,Yes,Pool,Medium
Drew Evans,jason15@reilly.com,,04-06-2024 14:19,Veronica,EMP6910,27,Yes,Standard,Yes,Spa,Low
Jennifer Turner,silvakrista@jefferson-cardenas.org,,07-09-2024 15:30,Steven,EMP4875,65,Yes,Suite,Yes,Spa,Medium
Austin Schmidt,xklein@sellers-wilson.com,,11-06-2024 02:34,Debbie,EMP8990,75,Yes,Suite,Yes,Gym,High
Sandra King,pagenathaniel@yahoo.com,,27-03-2024 05:34,Karen,EMP4822,45,Yes,Standard,Yes,Spa,Medium
Brandy Garcia,xmedina@hotmail.com,,13-06-2024 13:55,Stanley,EMP2965,58,No,Standard,No,Gym,Low
Dylan Davis,ffisher@gmail.com,,26-10-2024 22:50,Derek,EMP8717,23,No,Standard,Yes,Pool,High
Daniel Burke,stephenkelly@clark.com,,10-03-2024 13:30,Pamela,EMP3045,51,Yes,Standard,Yes,Spa,High
Michael Williams,williamsbenjamin@yahoo.com,,06-06-2024 12:05,Ruth,EMP6274,60,No,Standard,Yes,Spa,High
Matthew Hendricks,deborahstewart@gmail.com,,18-09-2024 18:55,Tracy,EMP7122,49,Yes,Deluxe,Yes,Gym,High
Christina Munoz,michael39@yahoo.com,,24-01-2024 18:32,Wesley,EMP2396,20,Yes,Suite,No,Pool,High
Ricardo Ryan,dawnhall@weaver-rodriguez.com,,24-03-2024 22:46,Robert,EMP4776,65,No,Suite,Yes,Gym,Low
Jennifer Nguyen,tracy67@gmail.com,,09-07-2024 11:16,Angelica,EMP6153,24,No,Standard,No,Spa,Medium
Amy Stewart,maria29@jacobs.info,,19-06-2024 22:12,Susan,EMP3204,63,Yes,Suite,Yes,Pool,High
Holly Matthews DDS,ojarvis@love.com,,29-11-2024 16:05,Dominique,EMP7624,49,Yes,Suite,No,Gym,Medium
Kathleen Martinez,iknight@yahoo.com,,10-12-2024 17:19,Shari,EMP1901,59,No,Standard,Yes,Pool,High
Danielle Ortiz,angela24@woods.com,,09-04-2024 12:22,John,EMP4859,79,No,Standard,No,Spa,Low
Elizabeth Benson,jonestonya@gmail.com,,12-07-2024 01:50,Wayne,EMP2350,21,No,Suite,Yes,Pool,Low
Ms. Angela Good,vincent68@yahoo.com,,15-04-2024 22:36,Luis,EMP2891,68,No,Deluxe,No,Gym,High
David Jones,jamesklein@le.com,,24-12-2023 04:48,Joseph,EMP1900,70,No,Deluxe,Yes,Gym,Low
Jill Reed,lisawright@griffin.org,,12-12-2024 04:50,Alisha,EMP6971,28,No,Deluxe,Yes,Pool,Medium
Luke Morris,rharrison@gmail.com,,24-04-2024 14:55,Anthony,EMP6454,22,No,Suite,No,Spa,Medium
Jennifer Davidson,wmiller@hotmail.com,,03-08-2024 02:52,Jeremy,EMP5791,50,No,Suite,No,Gym,High
Nicole Barrett,thill@hotmail.com,,13-12-2024 10:15,Kyle,EMP5732,37,Yes,Deluxe,No,Gym,Medium
Erika Stokes,mcdanielsabrina@yahoo.com,,25-04-2024 04:00,Brandi,EMP1655,30,No,Deluxe,No,Spa,Low
Tiffany Freeman,debralopez@hernandez.com,,11-07-2024 13:02,Kayla,EMP5638,40,No,Standard,Yes,Spa,Low
